Fecha_Ocurrencia,Codigo_Accidente,Direccion,Barrio,Vehiculos Involucrados,Heridos,Accidente con,Muertes,Clase de Accidente,severidad,hora,dia_semana,mes,fin_semana,Año,Mes,Mes_nombre,lat,lon
2024-10-13,A001651995,CALLE 14 CARRERA 29 - BANCARIOS,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Sunday,10,1,2024,10,octubre,,
2024-10-11,C-001589297,KILOMETRO 44+700 MTS   -  VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,3,1,HERIDOS,0,CHOQUE,0,0,Friday,10,0,2024,10,octubre,,
2024-10-16,A001651999,CALLE 16 CRA 42 -  SIN INFORMACIÃ“N DEL BARRIO ESMERALDA,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Wednesday,10,0,2024,10,octubre,,
2024-10-16,A001651998,AVENIDA 23 N.29A-37  -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Wednesday,10,0,2024,10,octubre,,
2024-10-17,A001652000,CALLE 18 CARRERA 14 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Thursday,10,0,2024,10,octubre,,
2024-10-19,C-001589305,KILOMETRO 44+500 MTS   -  VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,MUERTOS,1,CHOQUE,1,0,Saturday,10,1,2024,10,octubre,,
2024-10-18,A001652001,CARRERA 31 N. 14-10       -  BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,0,0,Friday,10,0,2024,10,octubre,,
2024-10-22,C-001589308,KILOMETRO 46+630 MTS   -,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,10,0,2024,10,octubre,,
2024-10-25,A001652003,CALLE 10 N. 23-24  -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Friday,10,0,2024,10,octubre,,
2024-10-25,A001652002,AVENIDA 23 N .27A - 55  -  VILLA LUCIA RANCHO GRANDE,VILLA LUCIA,2,1,HERIDOS,0,CHOQUE,0,0,Friday,10,0,2024,10,octubre,,
2024-10-27,A001652004,AVENIDA 23 N.29A-50  -  ASOCIACIÃ“N DE AMIGOS,ASOCIACIÓN DE AMIGOS,2,1,HERIDOS,0,CHOQUE,0,0,Sunday,10,1,2024,10,octubre,,
2024-10-31,A001652005,CARRERA 18 N.13-69  -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,1,1,HERIDOS,0,ATROPELLO,0,0,Thursday,10,0,2024,10,octubre,,
2024-11-01,A001652006,CALLE 14 N.21-11  -  COOPERATIVO,COOPERATIVO,2,0,MUERTOS,1,CHOQUE,1,0,Friday,11,0,2024,11,noviembre,3.9876057,-73.7645413
2024-11-02,A001652007,KILOMETRO 5 CAMELLON 10  -,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,11,1,2024,11,noviembre,,
2024-11-06,A001652008,AVENIDA 23 CARRERA 18 -  PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,3,HERIDOS,0,CHOQUE,0,0,Wednesday,11,0,2024,11,noviembre,3.9813847,-73.7668931
2024-11-06,A001652009,CALLE 14 CRA 42 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Wednesday,11,0,2024,11,noviembre,,
2024-11-08,A001652010,CALLE 20 CARRERA 49 -  BRISAS DE LA COLINA,BRISAS DE LA COLINA,2,2,HERIDOS,0,CHOQUE,0,0,Friday,11,0,2024,11,noviembre,3.9968549,-73.7798485
2024-11-10,A001652011,CALLE 16 N.29-31  -  SIN INFORMACIÃ“N DEL BARRIO EL CENTRO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Sunday,11,1,2024,11,noviembre,,
2024-11-12,C-001589323,KILOMETRO 56+010 MTS   -  VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,2,HERIDOS,0,CHOQUE,0,0,Tuesday,11,0,2024,11,noviembre,,
2024-11-15,A001652012,AVENIDA 23 CARRERA 27A -  VILLA LUCIA,VILLA LUCIA,2,1,HERIDOS,0,CHOQUE,0,0,Friday,11,0,2024,11,noviembre,,
2024-11-16,C-001589325,KILOMETRO 48+020 MTS   -  VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,11,1,2024,11,noviembre,,
2024-11-20,A001652013,AVENIDA 23 CARRERA 42 ENTRADA ENS  VÃA PRINCIPAL-AVENIDA 23,VÍA PRINCIPAL AVENIDA 23,2,3,HERIDOS,0,CHOQUE,0,0,Wednesday,11,0,2024,11,noviembre,,
2024-11-21,A001652014,CALLE 15 CARRERA 21 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Thursday,11,0,2024,11,noviembre,,
2024-11-22,A001652015,AVENIDA 23 N:34-40  -  SIN INFORMACIÃ“N DEL BARRIO ESMERALDA,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Friday,11,0,2024,11,noviembre,,
2024-11-24,A001652016,CALLE 14 CARRERA 31 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Sunday,11,1,2024,11,noviembre,,
2024-11-28,A001652017,KILOMETRO 4+100 MTS VIA ANTIGUA GUAMAL  -,SIN INFORMACIÓN,2,0,MUERTOS,1,CHOQUE,1,0,Thursday,11,0,2024,11,noviembre,,
2024-12-01,A001652018,KILOMETRO 23 VIA  CHICHIMENE VIA SAN CARLOS  DE GUAROA -,SIN INFORMACIÓN,1,0,MUERTOS,1,CHOQUE,1,0,Sunday,12,1,2024,12,diciembre,,
2024-12-01,A001652019,CARRERA  50 N-15A-17  -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,3,HERIDOS,0,CHOQUE,0,0,Sunday,12,1,2024,12,diciembre,,
2024-12-05,A001652020,DIAGONAL 15 CARRERA 42 - VILLA COLONIAL,SIN INFORMACIÓN,2,3,HERIDOS,0,CHOQUE,0,0,Thursday,12,0,2024,12,diciembre,,
2024-12-07,A001652022,CALLE 14 N.33 -05  -,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Saturday,12,1,2024,12,diciembre,,
2024-12-05,A001652021,KILOMETRO 0+500 MTS   - VEREDA EL PLAYON  EL CENTRO,SIN INFORMACIÓN,1,0,MUERTOS,1,CHOQUE,1,0,Thursday,12,0,2024,12,diciembre,,
2024-12-09,A001704772,CARRERA 31 CALLE 16C  -  BACHUE,BACHUE,2,2,HERIDOS,0,CHOQUE,0,0,Monday,12,0,2024,12,diciembre,,
2024-12-06,A001652023,CARRERA 47 N: 18 -35       -  COLINAS,COLINAS,1,1,HERIDOS,0,ATROPELLO,0,0,Friday,12,0,2024,12,diciembre,,
2024-12-11,A001704771,CALLE 16 CARRERA 6 -  POPULAR,POPULAR,2,3,HERIDOS,0,CHOQUE,0,0,Wednesday,12,0,2024,12,diciembre,3.9854568,-73.7597031
2024-12-11,A001704770,DIAGONAL 15 N. 29B-03  -,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Wednesday,12,0,2024,12,diciembre,,
2024-12-14,A001704706,CALLE 14 CARRERA 40-15 -  INDEPENDENCIA RANCHO GRANDE,INDEPENDENCIA,2,2,HERIDOS,0,CHOQUE,0,0,Saturday,12,1,2024,12,diciembre,3.985851,-73.7787589
2024-12-16,A001704711,KILOMETRO 4 VIA GRAVICOL  -,SIN INFORMACIÓN,1,0,DAÃ‘OS MATERIALES,0,CHOQUE,0,0,Monday,12,0,2024,12,diciembre,,
2024-12-14,A001704707,CALLE 15 CARRERA 19 -  CENTRO,CENTRO,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,12,1,2024,12,diciembre,3.9601604,-73.7585291
2024-12-14,A001704708,CALLE 18 CARRERA 12 -  VILLA TERESA,VILLA TERESA,2,3,HERIDOS,0,CHOQUE,0,0,Saturday,12,1,2024,12,diciembre,,
2024-12-18,A001704709,CALLE 10A CARRERA  27 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,3,HERIDOS,0,CHOQUE,0,0,Wednesday,12,0,2024,12,diciembre,,
2024-12-18,A001704710,CALLE 17 N.16 -03  -  SAN CRISTOBAL,SAN CRISTOBAL,2,1,HERIDOS,0,CHOQUE,0,0,Wednesday,12,0,2024,12,diciembre,4.0049364,-73.8336221
2024-12-21,A001704712,CALLE 15 N. 20 -04  -  COOPERATIVO,COOPERATIVO,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,12,1,2024,12,diciembre,3.9876057,-73.7645413
2024-12-23,A001704713,CARRERA 14 N.19 -87  -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Monday,12,0,2024,12,diciembre,,
2024-12-22,C-001589342,KILOMETRO 47+260   - CODESOLA VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,3,3,MUERTOS,3,CHOQUE,1,0,Sunday,12,1,2024,12,diciembre,,
2023-01-01,A001456884,CARRERA 14 CALL 6  VIA LA ESMERALDA  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,1,1,HERIDOS,0,ATROPELLO,0,0,Sunday,1,1,2023,1,enero,,
2022-01-01,A001456885,AVENIDA 23 N: 28-19 -  VILLA LUCIA,VILLA LUCIA,2,2,HERIDOS,0,CHOQUE,0,0,Saturday,1,1,2022,1,enero,,
2023-01-02,A001456886,KILOMETRO 26+800 MTS   -  VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,0,CHOQUE,0,0,Monday,1,0,2023,1,enero,,
2023-01-08,A001456887,CALLE 13 CARRERA 15 -  CENTRO,CENTRO,2,1,HERIDOS,0,CHOQUE,0,0,Sunday,1,1,2023,1,enero,3.9601604,-73.7585291
2023-01-10,A001456888,CALLE 13 CARRERA 21 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,1,0,2023,1,enero,,
2023-01-01,A001456889,CALLE 16A N 27-33 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Sunday,1,1,2023,1,enero,,
2023-01-15,A001456890,DIAGONAL 6 N 29A-97  BARRIO PANORAMA,SIN INFORMACIÓN,1,2,HERIDOS,0,CHOQUE,0,0,Sunday,1,1,2023,1,enero,,
2023-01-19,A001456891,AVENIDA 23 CARRERA  30 -  LA ORQUIDEA REAL,LA ORQUIDEA REAL,2,1,HERIDOS,0,CHOQUE,0,0,Thursday,1,0,2023,1,enero,,
2023-01-20,A001456892,CARRERA 31 # 16F -80  -  BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,0,0,Friday,1,0,2023,1,enero,,
2023-01-20,A001456893,CARRERA 23 N 12-20 -  DORADO,DORADO,1,1,HERIDOS,0,ATROPELLO,0,0,Friday,1,0,2023,1,enero,3.9851539,-73.7681515
2023-01-28,A001456894,CALLE 14 N 24-20 -  SAN JOSÃ‰,SAN JOSÉ,2,3,HERIDOS,0,CHOQUE,0,0,Saturday,1,1,2023,1,enero,3.9904639,-73.770546
2023-01-14,C-001565422,KILOMETRO 45+500 MTS   SECTOR VAQUEROS   VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,1,1,2023,1,enero,,
2023-01-24,C-001565432,KILOMETRO 56+500 MTS   SECTOR GUAYURIBA  VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,1,2,HERIDOS,0,ATROPELLO,0,0,Tuesday,1,0,2023,1,enero,,
2023-01-27,C-001565437,KILOMETRO 45+700 MTS   SECTOR CHICHIMENE  VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,MUERTOS,1,CHOQUE,1,0,Friday,1,0,2023,1,enero,,
2023-02-01,A001456895,CARRERA 36 CALLE 12A-152 -  INDEPENDENCIA,INDEPENDENCIA,2,2,HERIDOS,0,CHOQUE,0,0,Wednesday,2,0,2023,2,febrero,3.985851,-73.7787589
2023-02-02,A001456896,CARRERA 47 CALLE 16 INTERS -  COLINAS,COLINAS,2,1,HERIDOS,0,CHOQUE,0,0,Thursday,2,0,2023,2,febrero,,
2023-02-05,A001456899,CALLE 12 CARRERA  38 -  INDEPENDENCIA,INDEPENDENCIA,2,1,HERIDOS,0,CHOQUE,0,0,Sunday,2,1,2023,2,febrero,3.985851,-73.7787589
2023-02-04,A001456900,CALLE 18 CARRERA  19 -  MANCERA,MANCERA,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,2,1,2023,2,febrero,3.9919826,-73.7594884
2023-02-04,A001456897,CALLE 15 CARRERA 17  -  CENTRO,CENTRO,1,1,HERIDOS,0,ATROPELLO,0,0,Saturday,2,1,2023,2,febrero,3.9601604,-73.7585291
2023-02-06,A001456898,CALLE 14 CARRERA 23 -  COOPERATIVO,COOPERATIVO,2,0,DAÃ‘OS MATERIALES,0,CHOQUE,0,0,Monday,2,0,2023,2,febrero,3.9876057,-73.7645413
2023-02-07,A001456902,CARRERA 14 CALLE  19 -  SAN CRISTOBAL,SAN CRISTOBAL,2,3,HERIDOS,0,CHOQUE,0,0,Tuesday,2,0,2023,2,febrero,4.0049364,-73.8336221
2023-02-06,A001456901,CALLE 16B CARRERA 31 -  BACHUE,BACHUE,2,2,HERIDOS,0,CHOQUE,0,0,Monday,2,0,2023,2,febrero,,
2023-02-07,A001456903,CARRERA 23 CALLE  17 -  MANCERA,MANCERA,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,2,0,2023,2,febrero,3.9919826,-73.7594884
2023-02-09,A001456904,CALLE 14 N. 30-59 -  BACHUE,BACHUE,1,1,HERIDOS,0,ATROPELLO,0,0,Thursday,2,0,2023,2,febrero,,
2023-02-12,A001576685,CALLE 16 N. 17-73 -  SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,1,2,HERIDOS,0,ATROPELLO,0,0,Sunday,2,1,2023,2,febrero,,
2023-02-11,A001576684,KILOMETRO 21 VIA ACACIAS /DINAMARCA  CAÃ‘O HONDO,SIN INFORMACIÓN,1,1,HERIDOS,0,CHOQUE,0,0,Saturday,2,1,2023,2,febrero,,
2023-02-12,A001576686,KILOMETRO 21+400 MTS   VEREDA TRIUNFO   EL TRIUNFO,SIN INFORMACIÓN,1,1,HERIDOS,0,CHOQUE,0,0,Sunday,2,1,2023,2,febrero,,
2023-02-19,A001576688,KILOMETRO 6+900 MTS VIA ANTIGUA GUAMAL,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Sunday,2,1,2023,2,febrero,,
2023-02-21,A001576689,CALLE 13 CARRERA 21   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,2,0,2023,2,febrero,,
2023-02-22,A001576690,CALLE 18 N 44937   VILLA TERESA,VILLA TERESA,1,1,HERIDOS,0,ATROPELLO,0,0,Wednesday,2,0,2023,2,febrero,,
2023-02-18,A001576687,KILOMETRO 3+100 MTS VIA BAQUEOS CHICHIMENE     LOMA DE TIGRE,SIN INFORMACIÓN,1,1,HERIDOS,0,CHOQUE,0,0,Saturday,2,1,2023,2,febrero,,
2023-02-22,A001576691,CALLE 14 CARRERA  33   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,0,0,Wednesday,2,0,2023,2,febrero,,
2023-02-04,C-001565444,KILOMETRO 53+700 MTS     VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,2,1,2023,2,febrero,,
2023-02-06,C-001565448,KILOMETRO 56+100 MTS     VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,0,CHOQUE,0,0,Monday,2,0,2023,2,febrero,,
2023-02-25,C-001566185,KILOMETRO 56+750 MTS     VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,2,HERIDOS,0,CHOQUE,0,0,Saturday,2,1,2023,2,febrero,,
2023-03-11,A001576696,CALLE 15 CARR  28   BACHUE,BACHUE,2,2,HERIDOS,0,CHOQUE,0,0,Saturday,3,1,2023,3,marzo,,
2023-03-11,A001576694,CALLE 11 N.28A -27     LAS ACACIAS,LAS ACACIAS,1,1,HERIDOS,0,ATROPELLO,0,0,Saturday,3,1,2023,3,marzo,4.0900381,-73.6692468
2023-03-10,A001576695,CALLE 15 CARRERA 32   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,0,0,Friday,3,0,2023,3,marzo,,
2023-03-10,A001576693,CALLE 18 N 16-02    SAN CRISTOBAL,SAN CRISTOBAL,2,2,HERIDOS,0,CHOQUE,0,0,Friday,3,0,2023,3,marzo,4.0049364,-73.8336221
2023-03-05,A001576692,DIAGONAL 5 N: 17-203    SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Sunday,3,1,2023,3,marzo,,
2023-03-14,A001576698,CALLE 14 CARRERA  21   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,3,0,2023,3,marzo,,
2023-03-14,A001576697,CALLE 14 CARRERA 20   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,1,1,HERIDOS,0,ATROPELLO,0,0,Tuesday,3,0,2023,3,marzo,,
2023-03-20,A001576702,CALLE 11 CARRERA 24   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Monday,3,0,2023,3,marzo,,
2023-03-19,A001576701,CARRERA 36 N. 12A-146   INDEPENDENCIA,INDEPENDENCIA,2,2,HERIDOS,0,CHOQUE,0,0,Sunday,3,1,2023,3,marzo,3.985851,-73.7787589
2023-03-17,A001576699,CALLE 14 CARRERA 33   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,3,HERIDOS,0,CHOQUE,0,0,Friday,3,0,2023,3,marzo,,
2023-03-17,A001576700,AVENIDA 23 N- 28B-05   VILLA DEL LLANO,VILLA DEL LLANO,2,1,HERIDOS,0,CHOQUE,0,0,Friday,3,0,2023,3,marzo,,
2023-03-22,A001576703,CALLE 15 CARRERA 22   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Wednesday,3,0,2023,3,marzo,,
2023-03-24,A001576704,CARRERA 21 N 14-36   COOPERATIVO,COOPERATIVO,1,1,HERIDOS,0,ATROPELLO,0,0,Friday,3,0,2023,3,marzo,3.9876057,-73.7645413
2023-03-28,A001576705,CALLE 14 N. 21-94   COOPERATIVO,COOPERATIVO,1,1,HERIDOS,0,ATROPELLO,0,0,Tuesday,3,0,2023,3,marzo,3.9876057,-73.7645413
2023-04-04,A001576706,AVENIDA 23 CARRERA 29A   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Tuesday,4,0,2023,4,abril,,
2023-04-04,A0015767707,CARRERA 14 CALLE 18   SAN CRISTOBAL,SAN CRISTOBAL,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,4,0,2023,4,abril,4.0049364,-73.8336221
2023-04-07,A001576708,CALLE 13 CARRERA  14   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Friday,4,0,2023,4,abril,,
2023-04-11,A001576709,AVENIDA 23 FRENTE ALA ELECTRIFICADORA    SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,4,0,2023,4,abril,,
2023-04-12,A001576710,CARRERA 23 N. 15-38   COOPERATIVO,COOPERATIVO,1,1,HERIDOS,0,ATROPELLO,0,0,Wednesday,4,0,2023,4,abril,3.9876057,-73.7645413
2023-04-13,A001576711,CALLE 14 CARRERA  34   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,0,0,Thursday,4,0,2023,4,abril,,
2023-04-17,A001576712,DIAGONAL 15 CARRERA 25   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Monday,4,0,2023,4,abril,,
2023-04-20,A001576714,KILOMETRO 4 VIA DINAMARACA     SANTA TERESITA,SIN INFORMACIÓN,2,0,DAÃ‘OS MATERIALES,0,CHOQUE,0,0,Thursday,4,0,2023,4,abril,,
2023-04-19,A001576713,CARRERA 23 N 5-95   PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,1,HERIDOS,0,CHOQUE,0,0,Wednesday,4,0,2023,4,abril,3.9813847,-73.7668931
2023-04-24,A001576715,CALLE 12 CARRERA 33   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Monday,4,0,2023,4,abril,,
2023-04-24,A001576716,AVENIDA 23 CARRERA 27A   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Monday,4,0,2023,4,abril,,
2023-04-03,C.OO1566211,KILOMETRO 47+690 MTS     VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,0,CHOQUE,0,0,Monday,4,0,2023,4,abril,,
2023-04-02,C.001566210,KILOMETRO 47+690 MTS     VÃA GRANADA-VILLAVICENCIO EL CENTRO,VÍA GRANADA-VILLAVICENCIO,2,2,HERIDOS,0,CHOQUE,0,0,Sunday,4,1,2023,4,abril,,
2023-04-19,C.001566222,KILOMETRO 56+570 MTS     VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,1,0,MUERTOS,1,CHOQUE,1,0,Wednesday,4,0,2023,4,abril,,
2023-05-03,A001576717,AVENIDA 23 FRENTE 29-15    SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Wednesday,5,0,2023,5,mayo,,
2023-05-07,A001576721,DIAGONAL 15 N 29A-21    VILLA LUCIA,VILLA LUCIA,1,2,HERIDOS,0,ATROPELLO,0,0,Sunday,5,1,2023,5,mayo,,
2023-05-06,A001576719,CALLE 11 CARRERA 26   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,5,1,2023,5,mayo,,
2023-05-07,A001576720,DIAGONAL 5 N 17-07    PABLO EMILIO RIVEROS,PABLO EMILIO RIVEROS,2,2,HERIDOS,0,ATROPELLO,0,0,Sunday,5,1,2023,5,mayo,3.9813847,-73.7668931
2023-05-04,A001576718,CALLE 14 CARRERA  45251   COOPERATIVO,COOPERATIVO,1,2,HERIDOS,0,ATROPELLO,0,0,Thursday,5,0,2023,5,mayo,3.9876057,-73.7645413
2023-05-11,A001576722,DIAGONAL 15 CARRERA 43 COLONIA PENAL,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Thursday,5,0,2023,5,mayo,,
2023-05-14,A001576725,KILOMETRO 23 +039 MTS      EL RESGUARDO,SIN INFORMACIÓN,2,0,DAÃ‘OS MATERIALES,0,CHOQUE,0,0,Sunday,5,1,2023,5,mayo,,
2023-05-12,A001576723,CALLE 14 N 22-25    COOPERATIVO,COOPERATIVO,2,2,HERIDOS,0,CHOQUE,0,0,Friday,5,0,2023,5,mayo,3.9876057,-73.7645413
2023-05-14,A001576724,CALLE 11 N 28-03    LAS ACACIAS,LAS ACACIAS,2,2,HERIDOS,0,CHOQUE,0,0,Sunday,5,1,2023,5,mayo,4.0900381,-73.6692468
2023-05-16,A001576726,CALLE 10A CARRERA 26   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,2,HERIDOS,0,CHOQUE,0,0,Tuesday,5,0,2023,5,mayo,,
2023-05-22,A001576729,KILOMETRO 23+580 MTS DIAGONAL MANGA DE COLEO    VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,3,HERIDOS,0,CHOQUE,0,0,Monday,5,0,2023,5,mayo,,
2023-05-20,A001576727,CALLE 14 CARRERA 35   BACHUE,BACHUE,2,1,HERIDOS,0,CHOQUE,0,0,Saturday,5,1,2023,5,mayo,,
2023-05-19,A001576728,CARRERA 23 DIAGONAL  15   SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,3,HERIDOS,0,CHOQUE,0,0,Friday,5,0,2023,5,mayo,,
2023-05-21,C-001582243,KILOMETRO 57+700 MTS     VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,0,MUERTOS,2,CHOQUE,1,0,Sunday,5,1,2023,5,mayo,,
2023-05-23,C-001582244,KILOMETRO 57+650 MTS     VÃA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,0,MUERTOS,1,CHOQUE,1,0,Tuesday,5,0,2023,5,mayo,,
2023-05-29,A001576731,CARRERA 16 CALLE  17   SAN CRISTOBAL,SAN CRISTOBAL,2,2,HERIDOS,0,CHOQUE,0,0,Monday,5,0,2023,5,mayo,4.0049364,-73.8336221
2023-05-27,A001576730,KILOMETRO 3+200 MTS VIA GRAVICON,SIN INFORMACIÓN,2,0,DAÃ‘OS MATERIALES,0,CHOQUE,0,0,Saturday,5,1,2023,5,mayo,,
2023-05-30,C-001582252,KILOMETRO 47+500 MTS,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,5,0,2023,5,mayo,,
2023-05-30,A001576732,CARRERA 23 N 27A-25    SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,1,HERIDOS,0,CHOQUE,0,0,Tuesday,5,0,2023,5,mayo,,
2023-06-07,A001576733,DIAGONAL 15 N. 22-54,SIN INFORMACIÓN,3,3,HERIDOS,0,CHOQUE,0,0,Wednesday,6,0,2023,6,junio,,
2023-06-08,A001576734,KILOMETRO 26 + 800 MTS VIA VILLAVICENCIO    VÃA ACACÃAS-VILLAVICENCIO,VÍA ACACÍAS-VILLAVICENCIO,2,2,HERIDOS,0,CHOQUE,0,0,Thursday,6,0,2023,6,junio,4.0496448,-73.7653564
2023-06-12,A001576735,CALLE 18 CON 15 INTERSECCION    SIN INFORMACIÃ“N DEL BARRIO,SIN INFORMACIÓN,2,3,HERIDOS,0,CHOQUE,0,0,Monday,6,0,2023,6,junio,,
2023-06-22,A001576736,CALLE 14 # 20    CENTRO,CENTRO,1,1,HERIDOS,0,ATROPELLO,0,0,Thursday,6,0,2023,6,junio,3.9601604,-73.7585291
2023-06-23,A001576737,CALLE 11 33-12    SAMAN,SAMAN,2,2,HERIDOS,0,CHOQUE,0,0,Friday,6,0,2023,6,junio,,
2023-06-24,A001576738,CALLE 14 CARRERA  15   CENTRO,CENTRO,2,2,HERIDOS,0,CHOQUE,0,0,Saturday,6,1,2023,6,junio,3.9601604,-73.7585291
